image_file,coordinates,IScrosswalk,light_class
PTL-Crosswalk-Base/training set/228RNY.png,"[0.28711770833333333, 0.28675370370370373, 0.5802401041666666, 0.23726388888888889]",1.0,2.0
PTL-Crosswalk-Base/training set/622RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/654RNY.png,"[1.0, 0.7540027777777778, 0.5753276041666666, 0.9112083333333334]",1.0,2.0
PTL-Crosswalk-Base/training set/686RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1054RNY.png,"[0.9986354166666668, 0.3959240740740741, 0.6752182291666667, 0.4541481481481482]",1.0,2.0
PTL-Crosswalk-Base/training set/1086RNY.png,"[0.40010937500000004, 0.13246018518518518, 0.3354255208333334, 0.3246]",1.0,2.0
PTL-Crosswalk-Base/training set/1118RNY.png,"[0.0, 0.38282407407407404, 0.4713427083333333, 0.6026203703703704]",1.0,2.0
PTL-Crosswalk-Base/training set/65RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/160RNY.png,"[0.11108072916666667, 0.40756944444444443, 0.5597708333333333, 0.47161574074074075]",1.0,2.0
PTL-Crosswalk-Base/training set/192RNY.png,"[0.42221614583333333, 0.4905388888888889, 0.43367916666666667, 0.5982537037037038]",1.0,2.0
PTL-Crosswalk-Base/training set/282RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/405RNY.png,"[0.9994541666666666, 0.5516740740740741, 0.6834062500000001, 0.6855898148148148]",1.0,2.0
PTL-Crosswalk-Base/training set/469RNY.png,"[0.15611354166666666, 0.36972314814814816, 0.09470520833333333, 0.6215425925925926]",1.0,2.0
PTL-Crosswalk-Base/training set/625RNY.png,"[0.8774562499999999, 0.5240175925925925, 0.5810588541666667, 0.5589518518518518]",1.0,2.0
PTL-Crosswalk-Base/training set/657RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/821RNY.png,"[0.9994541666666666, 0.31149907407407407, 0.06768541666666666, 0.8224166666666667]",1.0,2.0
PTL-Crosswalk-Base/training set/1089RNY.png,"[0.3599890625, 0.3537120370370371, 0.2822052083333333, 0.6826787037037038]",1.0,2.0
PTL-Crosswalk-Base/training set/1121RNY.png,"[0.10862447916666666, 0.4133916666666667, 0.6129911458333334, 0.7583694444444444]",1.0,2.0
PTL-Crosswalk-Base/training set/25RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/163RNY.png,"[0.042303645833333334, 0.34352222222222223, 0.5417578125, 0.5443962962962963]",1.0,2.0
PTL-Crosswalk-Base/training set/195RNY.png,"[0.2707421875, 0.4250361111111111, 0.34688854166666666, 0.6259101851851852]",1.0,2.0
PTL-Crosswalk-Base/training set/253RNY.png,"[0.9978166666666667, 0.5764194444444445, 0.34934479166666665, 0.7831148148148148]",1.0,2.0
PTL-Crosswalk-Base/training set/285RNY.png,"[0.7472708333333333, 0.1382824074074074, 0.4492359375, 0.18631759259259262]",1.0,2.0
PTL-Crosswalk-Base/training set/408RNY.png,"[1.0, 0.48617222222222223, 0.780021875, 0.6142648148148148]",1.0,2.0
PTL-Crosswalk-Base/training set/628RNY.png,"[0.7349890625000001, 0.477437962962963, 0.4377729166666667, 0.5240175925925925]",1.0,2.0
PTL-Crosswalk-Base/training set/660RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1092RNY.png,"[0.2650109375, 0.44687037037037036, 0.19950885416666667, 0.954875925925926]",1.0,2.0
PTL-Crosswalk-Base/training set/28RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/97RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/166RNY.png,"[0.0, 0.5574962962962963, 0.39274010416666666, 0.7132462962962963]",1.0,2.0
PTL-Crosswalk-Base/training set/198RNY.png,"[0.11026197916666666, 0.43668148148148145, 0.27483645833333337, 0.7612805555555555]",1.0,2.0
PTL-Crosswalk-Base/training set/288RNY.png,"[0.7644651041666666, 0.14119351851851852, 0.4582421875, 0.19505092592592593]",1.0,2.0
PTL-Crosswalk-Base/training set/411RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/443RNY.png,"[0.8078604166666667, 0.2663759259259259, 0.4189411458333333, 0.3493453703703704]",1.0,2.0
PTL-Crosswalk-Base/training set/631RNY.png,"[0.7407203125, 0.590975, 0.4246723958333333, 0.6404657407407407]",1.0,2.0
PTL-Crosswalk-Base/training set/827RNY.png,"[0.5769651041666666, 0.3580787037037037, 0.22652812500000002, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1095RNY.png,"[0.08897395833333334, 0.606987037037037, 0.14465052083333332, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1127RNY.png,"[0.44022916666666667, 0.4526925925925926, 0.6825875, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/31RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/169RNY.png,"[0.0, 0.47161574074074075, 0.6326416666666667, 0.8486175925925925]",1.0,2.0
PTL-Crosswalk-Base/training set/201RNY.png,"[0.3387010416666667, 0.30567685185185184, 0.5614083333333333, 0.8937407407407407]",1.0,2.0
PTL-Crosswalk-Base/training set/291RNY.png,"[0.8463427083333334, 0.21251851851851852, 0.5204692708333334, 0.2663759259259259]",1.0,2.0
PTL-Crosswalk-Base/training set/414RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/446RNY.png,"[0.7366265625, 0.39301296296296295, 0.3206880208333333, 0.4847157407407408]",1.0,2.0
PTL-Crosswalk-Base/training set/634RNY.png,"[0.8242359374999999, 0.6448324074074074, 0.46724895833333335, 0.7016009259259259]",1.0,2.0
PTL-Crosswalk-Base/training set/666RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/698RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/830RNY.png,"[0.33296927083333333, 0.5574962962962963, 0.23717239583333333, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1098RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1130RNY.png,"[0.7382640625000001, 0.422125, 0.8921942708333332, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/34RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/107RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/172RNY.png,"[0.3460697916666666, 0.2358074074074074, 1.0, 0.8122268518518518]",1.0,2.0
PTL-Crosswalk-Base/training set/262RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/417RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/449RNY.png,"[0.7587338541666667, 0.4439592592592593, 0.28711770833333333, 0.590975]",1.0,2.0
PTL-Crosswalk-Base/training set/595RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/637RNY.png,"[0.8594432291666667, 0.6710333333333334, 0.47789322916666666, 0.7292574074074074]",1.0,2.0
PTL-Crosswalk-Base/training set/669RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1133RNY.png,"[0.8447052083333334, 0.5997092592592593, 0.8414302083333334, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/37RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/110RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/175RNY.png,"[0.28711770833333333, 0.2663759259259259, 0.9044760416666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/297RNY.png,"[0.8504364583333334, 0.41484722222222226, 0.4516921875, 0.4832601851851852]",1.0,2.0
PTL-Crosswalk-Base/training set/420RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1072RNY.png,"[0.6752182291666667, 0.34352222222222223, 0.1782203125, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1136RNY.png,"[0.6776744791666667, 0.5895194444444445, 0.7038755208333334, 0.9927222222222223]",1.0,2.0
PTL-Crosswalk-Base/training set/113RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/178RNY.png,"[0.3943776041666667, 0.2911203703703704, 0.975709375, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/268RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/300RNY.png,"[0.9896286458333333, 0.26928703703703705, 0.5597708333333333, 0.33915555555555554]",1.0,2.0
PTL-Crosswalk-Base/training set/423RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/455RNY.png,"[0.7963973958333334, 0.20232870370370368, 0.0, 0.5982537037037038]",1.0,2.0
PTL-Crosswalk-Base/training set/611RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/675RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1043RNY.png,"[0.8594432291666667, 0.2227074074074074, 0.5687770833333333, 0.26200833333333334]",1.0,2.0
PTL-Crosswalk-Base/training set/1107RNY.png,"[0.09470520833333333, 0.4832601851851852, 0.4877182291666667, 0.5312953703703703]",1.0,2.0
PTL-Crosswalk-Base/training set/1139RNY.png,"[0.5474890625000001, 0.6652111111111111, 0.6522927083333333, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/54RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/116RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/181RNY.png,"[0.5777838541666667, 0.2911203703703704, 0.9576963541666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/394RNY.png,"[0.9978166666666667, 0.22852962962962964, 0.5671395833333333, 0.33915555555555554]",1.0,2.0
PTL-Crosswalk-Base/training set/426RNY.png,"[0.9986354166666668, 0.1484712962962963, 0.7693776041666667, 0.20815092592592593]",1.0,2.0
PTL-Crosswalk-Base/training set/458RNY.png,"[0.5728713541666667, 0.2270740740740741, 0.0, 0.6695777777777778]",1.0,2.0
PTL-Crosswalk-Base/training set/614RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/646RNY.png,"[0.968340625, 0.4657935185185185, 0.21015260416666667, 0.691412037037037]",1.0,2.0
PTL-Crosswalk-Base/training set/678RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1110RNY.png,"[0.12418124999999999, 0.36244537037037033, 0.5286572916666666, 0.37991296296296295]",1.0,2.0
PTL-Crosswalk-Base/training set/57RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/184RNY.png,"[0.6072598958333334, 0.26928703703703705, 1.0, 0.7947601851851852]",1.0,2.0
PTL-Crosswalk-Base/training set/223RNY.png,"[0.19787135416666668, 0.4119361111111111, 0.4418666666666667, 0.36826759259259256]",1.0,2.0
PTL-Crosswalk-Base/training set/274RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/397RNY.png,"[0.976528125, 0.4788935185185186, 0.5704151041666666, 0.5895194444444445]",1.0,2.0
PTL-Crosswalk-Base/training set/461RNY.png,"[0.3919213541666667, 0.28529814814814813, 0.0, 0.7860259259259259]",1.0,2.0
PTL-Crosswalk-Base/training set/649RNY.png,"[0.9806223958333333, 0.41484722222222226, 0.2388098958333333, 0.7103351851851852]",1.0,2.0
PTL-Crosswalk-Base/training set/813RNY.png,"[0.9953604166666667, 0.2882092592592593, 0.5548583333333333, 0.3522564814814815]",1.0,2.0
PTL-Crosswalk-Base/training set/1049RNY.png,"[0.7439958333333333, 0.5021833333333333, 0.4762552083333333, 0.5458518518518518]",1.0,2.0
PTL-Crosswalk-Base/training set/1113RNY.png,"[0.0005458333333333334, 0.4395925925925926, 0.399290625, 0.4745268518518519]",1.0,2.0
PTL-Crosswalk-Base/training set/60RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/155RNY.png,"[0.0, 0.422125, 0.26746718750000004, 0.4730712962962963]",1.0,2.0
PTL-Crosswalk-Base/training set/187RNY.png,"[0.8578057291666668, 0.3711787037037037, 1.0, 0.8165935185185186]",1.0,2.0
PTL-Crosswalk-Base/training set/400RNY.png,"[0.9789848958333334, 0.5502185185185186, 0.5843338541666667, 0.6608444444444445]",1.0,2.0
PTL-Crosswalk-Base/training set/432RNY.png,"[0.7218885416666667, 0.17030555555555557, 0.43613541666666666, 0.2227074074074074]",1.0,2.0
PTL-Crosswalk-Base/training set/464RNY.png,"[0.3894651041666667, 0.2270740740740741, 0.0, 0.7714703703703704]",1.0,2.0
PTL-Crosswalk-Base/training set/652RNY.png,"[0.9994541666666666, 0.7510916666666666, 0.6572052083333334, 0.9199416666666667]",1.0,2.0
PTL-Crosswalk-Base/training set/684RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/816RNY.png,"[0.9994541666666666, 0.5997092592592593, 0.5499453125, 0.6244537037037037]",1.0,2.0
PTL-Crosswalk-Base/training set/1052RNY.png,"[0.9986354166666668, 0.4061138888888889, 0.6375546875, 0.45560370370370373]",1.0,2.0
PTL-Crosswalk-Base/training set/1084RNY.png,"[0.3747270833333333, 0.1382824074074074, 0.3591703125, 0.29985462962962967]",1.0,2.0
PTL-Crosswalk-Base/training set/158RNY.png,"[0.061954166666666664, 0.39737962962962964, 0.49672499999999997, 0.45560370370370373]",1.0,2.0
PTL-Crosswalk-Base/training set/190RNY.png,"[0.45087343750000003, 0.4599712962962963, 0.8512552083333333, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/229RNY.png,"[0.29448697916666666, 0.2838425925925926, 0.5769651041666666, 0.253275]",1.0,2.0
PTL-Crosswalk-Base/training set/280RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/403RNY.png,"[0.9978166666666667, 0.4745268518518519, 0.6056223958333333, 0.5967972222222223]",1.0,2.0
PTL-Crosswalk-Base/training set/435RNY.png,"[0.6547489583333334, 0.18049444444444443, 0.3427947916666667, 0.23726388888888889]",1.0,2.0
PTL-Crosswalk-Base/training set/467RNY.png,"[0.19050208333333335, 0.23435185185185184, 0.08733645833333334, 0.4308592592592592]",1.0,2.0
PTL-Crosswalk-Base/training set/623RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/655RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/819RNY.png,"[0.9978166666666667, 0.4599712962962963, 0.3387010416666667, 0.6521101851851852]",1.0,2.0
PTL-Crosswalk-Base/training set/1087RNY.png,"[0.39028385416666667, 0.29257685185185184, 0.35016354166666663, 0.5152842592592592]",1.0,2.0
PTL-Crosswalk-Base/training set/161RNY.png,"[0.06932291666666666, 0.42066944444444443, 0.600709375, 0.5109166666666667]",1.0,2.0
PTL-Crosswalk-Base/training set/283RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/406RNY.png,"[0.9986354166666668, 0.5502185185185186, 0.7587338541666667, 0.6681222222222222]",1.0,2.0
PTL-Crosswalk-Base/training set/438RNY.png,"[0.6703057291666668, 0.24454166666666668, 0.3174125, 0.3246]",1.0,2.0
PTL-Crosswalk-Base/training set/470RNY.png,"[0.06277291666666666, 0.46724907407407407, 0.034115625, 0.7350796296296296]",1.0,2.0
PTL-Crosswalk-Base/training set/658RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/690RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/822RNY.png,"[0.9028385416666667, 0.3071324074074074, 0.0, 0.9257638888888889]",1.0,2.0
PTL-Crosswalk-Base/training set/1058RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1122RNY.png,"[0.10207447916666666, 0.43377037037037036, 0.5720526041666666, 0.8544398148148148]",1.0,2.0
PTL-Crosswalk-Base/training set/26RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/69RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/164RNY.png,"[0.007095833333333333, 0.40756944444444443, 0.5262010416666667, 0.6011648148148149]",1.0,2.0
PTL-Crosswalk-Base/training set/196RNY.png,"[0.07423593749999999, 0.41048055555555557, 0.24699791666666665, 0.6433768518518518]",1.0,2.0
PTL-Crosswalk-Base/training set/254RNY.png,"[0.9986354166666668, 0.5967972222222223, 0.44104791666666665, 0.7743814814814814]",1.0,2.0
PTL-Crosswalk-Base/training set/441RNY.png,"[0.7341703125, 0.2707425925925926, 0.43367916666666667, 0.3420666666666667]",1.0,2.0
PTL-Crosswalk-Base/training set/587RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/629RNY.png,"[0.7415390625, 0.5356620370370371, 0.4394104166666667, 0.5735083333333334]",1.0,2.0
PTL-Crosswalk-Base/training set/693RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/825RNY.png,"[0.7063317708333333, 0.3100435185185185, 0.18067708333333332, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1061RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1093RNY.png,"[0.19623385416666667, 0.6011648148148149, 0.20442135416666665, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1125RNY.png,"[0.2789302083333334, 0.4133916666666667, 0.6211791666666666, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/29RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/98RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/167RNY.png,"[0.0, 0.5807861111111111, 0.4557859375, 0.759825]",1.0,2.0
PTL-Crosswalk-Base/training set/199RNY.png,"[0.06850416666666666, 0.3770018518518518, 0.31905, 0.8238722222222222]",1.0,2.0
PTL-Crosswalk-Base/training set/444RNY.png,"[0.7685588541666667, 0.2896648148148148, 0.36981458333333334, 0.36098981481481485]",1.0,2.0
PTL-Crosswalk-Base/training set/590RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/632RNY.png,"[0.7767468750000001, 0.5982537037037038, 0.4443229166666667, 0.6433768518518518]",1.0,2.0
PTL-Crosswalk-Base/training set/664RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1064RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1096RNY.png,"[0.07341718750000001, 0.6244537037037037, 0.128275, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1128RNY.png,"[0.50081875, 0.4599712962962963, 0.7611901041666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/32RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/101RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/170RNY.png,"[0.032478125, 0.27802037037037036, 0.8905567708333333, 0.8893740740740741]",1.0,2.0
PTL-Crosswalk-Base/training set/202RNY.png,"[0.38045833333333334, 0.34061111111111114, 0.5900656249999999, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/260RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/292RNY.png,"[0.7718338541666667, 0.22561851851851852, 0.42794739583333335, 0.2765648148148148]",1.0,2.0
PTL-Crosswalk-Base/training set/415RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/593RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/635RNY.png,"[0.8463427083333334, 0.6579333333333334, 0.4705239583333333, 0.7103351851851852]",1.0,2.0
PTL-Crosswalk-Base/training set/831RNY.png,"[0.3288755208333333, 0.6011648148148149, 0.24863541666666666, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1099RNY.png,"[0.15365729166666667, 0.6433768518518518, 0.1692140625, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1131RNY.png,"[0.8406114583333333, 0.5342064814814814, 0.8487989583333333, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/35RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/108RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/173RNY.png,"[0.26992343750000003, 0.2969435185185185, 0.9642468750000001, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/205RNY.png,"[0.7366265625, 0.4803490740740741, 0.8733625, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/263RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/295RNY.png,"[0.7202510416666666, 0.31586574074074075, 0.3657203125, 0.4032027777777778]",1.0,2.0
PTL-Crosswalk-Base/training set/450RNY.png,"[0.7423583333333333, 0.48180462962962967, 0.216703125, 0.6317324074074073]",1.0,2.0
PTL-Crosswalk-Base/training set/596RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/638RNY.png,"[0.8905567708333333, 0.6841342592592593, 0.4713427083333333, 0.7452694444444444]",1.0,2.0
PTL-Crosswalk-Base/training set/670RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/702RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1038RNY.png,"[0.8176854166666666, 0.43377037037037036, 0.5180130208333333, 0.4570592592592593]",1.0,2.0
PTL-Crosswalk-Base/training set/1070RNY.png,"[0.6547489583333334, 0.3085879629629629, 0.10616822916666666, 0.9374092592592593]",1.0,2.0
PTL-Crosswalk-Base/training set/38RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/111RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/176RNY.png,"[0.2879364583333333, 0.26783148148148145, 0.9167578125, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/208RNY.png,"[0.5720526041666666, 0.38282407407407404, 0.8602619791666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/421RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/453RNY.png,"[0.9568776041666667, 0.3202333333333333, 0.034934375, 0.7016009259259259]",1.0,2.0
PTL-Crosswalk-Base/training set/673RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/705RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1041RNY.png,"[0.7472708333333333, 0.3085879629629629, 0.5409390625, 0.3478898148148148]",1.0,2.0
PTL-Crosswalk-Base/training set/1073RNY.png,"[0.7521833333333333, 0.23144074074074072, 0.1716703125, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1105RNY.png,"[0.7898473958333334, 0.7656481481481481, 0.6203604166666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/41RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/114RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/179RNY.png,"[0.4492359375, 0.295487962962963, 0.9937229166666667, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/211RNY.png,"[0.1716703125, 0.6637555555555555, 0.48444322916666666, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/424RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/644RNY.png,"[0.9986354166666668, 0.5254731481481482, 0.3174125, 0.717612962962963]",1.0,2.0
PTL-Crosswalk-Base/training set/676RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/708RNY.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/training set/1044RNY.png,"[0.8856442708333333, 0.3478898148148148, 0.596615625, 0.4002907407407408]",1.0,2.0
PTL-Crosswalk-Base/training set/1076RNY.png,"[0.7390828125, 0.17321666666666669, 0.31823125, 1.0]",1.0,2.0
PTL-Crosswalk-Base/training set/1108RNY.png,"[0.1716703125, 0.4279472222222222, 0.5294760416666667, 0.4745268518518519]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR745.png,"[0.8954695312500001, 0.6215430555555556, 0.5564953125, 0.6535666666666666]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR829.png,"[0.61708515625, 0.5895194444444445, 0.42139765625000003, 0.6564777777777777]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR156.png,"[0.6768562499999999, 0.6186319444444445, 0.45169218750000006, 0.7016013888888889]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR220.png,"[0.9847164062499999, 0.6433763888888889, 0.90038203125, 0.7307138888888889]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR272.png,"[0.775928125, 0.5545847222222222, 0.592521875, 0.6215430555555556]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR440.png,"[0.0, 0.0, 0.0, 0.0]",0.0,2.0
PTL-Crosswalk-Base/FR/training set/FR748.png,"[0.99945390625, 0.6899569444444444, 0.6301859375000001, 0.7176125000000001]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR832.png,"[0.9282203125, 0.6943236111111111, 0.81113515625, 0.7569138888888888]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR159.png,"[0.7456328125, 0.6229986111111111, 0.46806796874999995, 0.7612805555555555]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR223.png,"[0.9716156249999999, 0.6229986111111111, 0.8856437500000001, 0.7117902777777778]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR275.png,"[0.72188828125, 0.5487624999999999, 0.5360265625, 0.6550222222222222]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR751.png,"[0.99863515625, 0.8850069444444445, 0.7079695312500001, 0.9272194444444444]",1.0,2.0
PTL-Crosswalk-Base/FR/training set/FR162.png,"[0.6768562499999999, 0.6666666666666666, 0.51637578125, 1.0]",1.0,2.0
